review_status	case_id	case_path	pr_number	pr_title	test_type	test_path	test_name	failure_signature	patch_url	候选细粒度机制	是否适合单独成subpattern	边界/相邻模式	备注
reviewed	pr-45579	cases/2023/07/pr-45579.json	45579	*: Fix data race in TestSetLabelsConcurrentWithGetLabel	unit	server/http_handler_test.go	TestSetLabelsConcurrentWithGetLabel	DATA RACE: concurrent reads of global config and in-place mutation of `cfg.Labels` map during label updates; plus potential instability in the test's background goroutine stop signal.	https://github.com/pingcap/tidb/pull/45579.patch	测试并发 set/get labels 时仍会触发 `cfg.Labels` 共享 map 原地改写竞态	是	属于全局 config map 需要 copy-on-write 子族	同簇复现样本
reviewed	pr-45465	cases/2023/08/pr-45465.json	45465	*: global runaway watch by system table and impl exector for `query watch`	unit	ddl/tests/resourcegroup/resource_group_test.go	resource_group_test	"fix data race | tk.MustQuery(""select SQL_NO_CACHE resource_group_name, watch_text, action, watch from mysql.tidb_runaway_watch order by id""). (executor/internal/querywatch/query_watch_test.go)"	https://github.com/pingcap/tidb/pull/45465.patch	global runaway watch / query watch 的系统表与后台 syncer 共享状态需要额外同步	部分适合	更像 runaway watch syncer / system-table 边界	机制还不够收敛
reviewed	pr-45608	cases/2023/08/pr-45608.json	45608	executor: add test for pr 45284	unit	executor/test/indexmergereadtest/index_merge_reader_test.go	index_merge_reader_test	Context cancellation during IndexMerge worker loops (issue reproduction via failpoint `testCancelContext`)	https://github.com/pingcap/tidb/pull/45608.patch	IndexMerge worker loop 的 context cancel / 退出协同	否	更像 cancel / worker lifecycle	不是共享状态主机制
reviewed	pr-45932	cases/2023/08/pr-45932.json	45932	distribute framework: restrict the task state transform rule	unit	disttask/framework/dispatcher/dispatcher_test.go	dispatcher_test	Concurrent task state update without guarding previous state (state-machine violation)	https://github.com/pingcap/tidb/pull/45932.patch	task state transform 需要校验前置状态，避免并发更新造成非法状态机跃迁	否	更像状态机 / CAS 语义	不是共享状态主机制
reviewed	pr-46090	cases/2023/08/pr-46090.json	46090	statistics: support reject for LFU cache	unit	statistics/handle/cache/internal/lfu/lfu_cache_test.go	lfu_cache_test	+ // in order to prevent data race. If the LFU cost is already full,	https://github.com/pingcap/tidb/pull/46090.patch	LFU cache 的 `keySet / cost / full` 状态并发访问需要统一封装，避免更新次序竞态	是	属于 statistics LFU cache 内部共享状态 子族	高价值正例
reviewed	pr-46259	cases/2023/08/pr-46259.json	46259	disttask: fix wrongly add subtask when state transform fail	unit	disttask/framework/framework_test.go	framework_test	Invalid task state transform with subtasks submitted after cancel/state change	https://github.com/pingcap/tidb/pull/46259.patch	cancel / state change 之后仍提交 subtask	否	更像状态机 / cancel ordering	不是共享状态主机制
reviewed	pr-46309	cases/2023/08/pr-46309.json	46309	statistics: improve code to avoid data race	unit	statistics/handle/cache/internal/lfu/lfu_cache_test.go	lfu_cache_test	statistics: improve code to avoid data race	https://github.com/pingcap/tidb/pull/46309.patch	LFU cache 的 Put / 淘汰路径更新内部 key set / 索引次序不稳，需在 cache 内部统一串行	是	属于 statistics LFU cache 内部共享状态 子族	高价值正例
reviewed	pr-46357	cases/2023/08/pr-46357.json	46357	disttask: add pending to failed state transform	unit	disttask/framework/framework_err_handling_test.go	framework_err_handling_test	Non-retryable dist-plan error leads to wrong task state transform (pending → reverted/incorrect)	https://github.com/pingcap/tidb/pull/46357.patch	`pending -> failed` 状态跃迁规则修正	否	更像状态机 / err-handling 语义	不是共享状态主机制
reviewed	pr-46399	cases/2023/08/pr-46399.json	46399	*: enable lfu for analyze	unit	executor/test/analyzetest/analyze_test.go	analyze_test	// to test DATA RACE	https://github.com/pingcap/tidb/pull/46399.patch	为 analyze 场景打开 LFU 并补 race 覆盖，主要是在验证 LFU cache 同簇问题	部分适合	更像 LFU cache 的测试补强	可作为同簇补充样本
reviewed	pr-46414	cases/2023/08/pr-46414.json	46414	ddl, disttask: implement add index operators	realtikv	ddl/backfilling_operator_test.go	backfilling_operator_test	DATA RACE reported in resourcemanager/pool/workerpool/workpool_test.go when consuming the pool result channel.	https://github.com/pingcap/tidb/pull/46414.patch	workerpool result channel 消费 / Close 竞态	否	更像 channel / close lifecycle	不是共享状态主机制
reviewed	pr-46430	cases/2023/08/pr-46430.json	46430	br/lightning: add DecompressConfig to external storage	unit	br/pkg/storage/compress_test.go	compress_test	DATA RACE in ZStd decompression (asynchronous decode reading underlying reader fields concurrently) affecting lightning/importinto readers.	https://github.com/pingcap/tidb/pull/46430.patch	异步解压 reader 会共享底层 reader 状态，打开压缩文件时需要隔离解压配置 / 读取状态	部分适合	更像 storage/decompress reader 边界，且部分机制在外部实现	先保留边界样本
reviewed	pr-46404	cases/2023/09/pr-46404.json	46404	importinto: estimate real file size by sample on compressed file	realtikv	br/pkg/storage/writer_test.go	writer_test	fix race	https://github.com/pingcap/tidb/pull/46404.patch	压缩文件 real-size sampling / storage helper 相关 race，缺少清晰共享状态锚点	部分适合	更像 compressed-file sampling / storage helper 边界	先不并入主机制
reviewed	pr-46782	cases/2023/09/pr-46782.json	46782	test: add lock to avoid data race	unit	br/pkg/lightning/backend/local/localhelper_test.go	localhelper_test	test: add lock to avoid data race	https://github.com/pingcap/tidb/pull/46782.patch	`testSplitClient.ScanRegions` 与 hook / 共享测试状态并发交互，需要加锁	是	属于 mock client hook / 共享测试状态 子族	高纯度正例
reviewed	pr-47391	cases/2023/10/pr-47391.json	47391	statistics: async merge global stats to reduce memory usage	unit	statistics/handle/handletest/globalstats/globalstats_test.go	globalstats_test	+ // GetStatsInfo will return the copy of the statsInfo, so we don't need to worry about the data race.	https://github.com/pingcap/tidb/pull/47391.patch	`GetStatsInfo` 必须返回 `statsInfo` 副本，异步 merge global stats 时避免共享结构被并发读写	是	属于 stats info / global stats copy-on-read 子族	高价值正例
reviewed	pr-47537	cases/2023/10/pr-47537.json	47537	log_backup: Fix owner transfer panic	unit	br/pkg/streamhelper/advancer_test.go	advancer_test	Now, subscription tick will lock the subscription manager. So there won't be a race.	https://github.com/pingcap/tidb/pull/47537.patch	owner transfer 期间 `subscription manager / subscriber` 访问需要加锁	部分适合	更像 owner transfer / subscription lifecycle with manager lock	保留为边界样本
reviewed	pr-47598	cases/2023/10/pr-47598.json	47598	statistics: avoid unnecessary copy at CMSketchAndTopNFromProto	unit	br/pkg/backup/binding__failpoint_binding__.go	statistics: avoid unnecessary copy at CMSketchAndTopNFromProto	+// Use atomic.Value to avoid data race in the test.	https://github.com/pingcap/tidb/pull/47598.patch	CMSketch / TopN proto decode 相关样本里既有 copy 优化也混入测试原子发布，当前缺少单一共享状态锚点	部分适合	更像 statistics proto decode + 测试原子发布的混合样本	先保留弱证据边界，后续若同簇样本增多再细分
reviewed	pr-47794	cases/2023/10/pr-47794.json	47794	types, stmtctx, *: use ZeroDate, ZeroInDate and InvalidDate related flags to replace variable in statement context	unit	pkg/domain/domain_test.go	domain_test	// explicitTz is used to handle a data race of timeZone, refer to https://github.com/pingcap/tidb/issues/40710. It only works for timestamp now, be careful to use it!	https://github.com/pingcap/tidb/pull/47794.patch	timeZone / StatementContext 这类解析上下文不能跨 goroutine 共享可变字段，需改成 immutable context 或显式参数	是	属于 StmtCtx / TimeZone 不可变上下文 子族	高价值正例
reviewed	pr-47806	cases/2023/10/pr-47806.json	47806	*: add variable to control async merge global stats	unit	pkg/statistics/handle/globalstats/globalstats_test.go	globalstats_test	+ // GetStatsInfo will return the copy of the statsInfo, so we don't need to worry about the data race.	https://github.com/pingcap/tidb/pull/47806.patch	async merge global stats 期间 `statsInfo` 读取必须 copy-on-read，不能把共享结构直接暴露给并发路径	是	属于 stats info / global stats copy-on-read 子族	高价值正例
reviewed	pr-47960	cases/2023/10/pr-47960.json	47960	executor: improve channel length for analyze	unit	pkg/executor/analyze.go	TestAnalyzeVirtualCol	// report unexpected/unreasonable data race error on subIndexWorkerWg when running TestAnalyzeVirtualCol test	https://github.com/pingcap/tidb/pull/47960.patch	AnalyzeVirtualCol 的 worker channel / subIndexWorkerWg 生命周期需要在后台 goroutine 运行前固定，避免共享同步状态被早读	是	属于 analyze worker init / waitgroup 生命周期 子族	可与后续 analyze 并发样本一起再细分
reviewed	pr-47965	cases/2023/10/pr-47965.json	47965	importinto: fix data race in test	unit	pkg/disttask/importinto/dispatcher_testkit_test.go	dispatcher_testkit_test	importinto: fix data race in test	https://github.com/pingcap/tidb/pull/47965.patch	导入任务测试若与 Domain 自动启动的 dispatcher manager 并发操作同一任务状态，会和后台调度路径打架	部分适合	更像 importinto 测试禁用后台 dispatcher + decompress reader 混合补丁	混合样本，先记为边界补充
reviewed	pr-47428	cases/2023/11/pr-47428.json	47428	executor: improve parallel hash aggregation	unit	executor/test/aggregate/aggregate_test.go	aggregate_test	fix data race	https://github.com/pingcap/tidb/pull/47428.patch	parallel hash agg 清理阶段不能提前置空 `partialWorkers / finalWorkers` 或复用共享 partial result 容器	是	属于 parallel hash agg worker 共享状态 / cleanup 子族	高价值正例
reviewed	pr-47637	cases/2023/11/pr-47637.json	47637	executor: reuse goroutine in the analyze	unit	pkg/executor/BUILD.bazel	TestAnalyzeVirtualCol	// report unexpected/unreasonable data race error on subIndexWorkerWg when running TestAnalyzeVirtualCol test	https://github.com/pingcap/tidb/pull/47637.patch	Analyze executor 复用 goroutine 时，`subIndexWorkerWg` 这类同步对象需要由统一 wrapper 管理，避免并发初始化/回收竞态	是	属于 analyze worker init / waitgroup 生命周期 子族	高价值正例
reviewed	pr-48409	cases/2023/11/pr-48409.json	48409	expression: use parameter ctx to do evaluate instead of the inner one for all builtinFuncs	unit	pkg/expression/builtin_cast_bench_test.go	builtin_cast_bench_test	// As multiple threads may memorize regexp and cause data race, only the first thread	https://github.com/pingcap/tidb/pull/48409.patch	builtinFunc 不能缓存 inner session ctx 供并发 Eval 复用，必须只使用调用方传入的 ctx	是	属于 builtin compiled object / inner ctx 共享 子族	高价值正例
reviewed	pr-48574	cases/2023/11/pr-48574.json	48574	types: remove param `explicitTz` from `types.ParseTime`	unit	pkg/executor/inspection_result_test.go	inspection_result_test	In #41146 a input parameter `explicitTz` was introduced to function `types.ParseTime` to avoid data race. Now after some refactoring works after `47355`, we use `types.Context` which is immutable to replace `stmtctx.StatementContext`. So it is still thread-safe after we remove `explicitTz`.	https://github.com/pingcap/tidb/pull/48574.patch	时间解析线程安全继续收敛到 immutable `types.Context`，从接口层消掉 `explicitTz` 这类补丁式共享上下文逃生口	部分适合	属于 StmtCtx / TimeZone 不可变上下文 子族	更像同簇补强样本
reviewed	pr-48660	cases/2023/11/pr-48660.json	48660	disttask: fix subtask finished immediately and mark success when encountering network partition	realtikv	pkg/ddl/backfilling_dispatcher_test.go	backfilling_dispatcher_test	"race = ""on"","	https://github.com/pingcap/tidb/pull/48660.patch	stale executor 在 owner 变化后仍更新 subtask 状态，核心是 exec_id / ownership 守卫缺失	否	更像 disttask 状态机 / owner-transfer / stale executor	不是共享状态主机制
reviewed	pr-48757	cases/2023/11/pr-48757.json	48757	statistics: fix wrong result in the MergeGlobalStatsTopNByConcurrency	unit	pkg/statistics/handle/globalstats/globalstats_test.go	globalstats_test	"race = ""on"","	https://github.com/pingcap/tidb/pull/48757.patch	MergeGlobalStatsTopNByConcurrency 复用 shard 局部索引和 pooled bucket 状态时，需重置 `disjointNDV` 并带上正确 offset	是	属于 global stats 并发 merge / pooled state 子族	高价值正例
reviewed	pr-48852	cases/2023/11/pr-48852.json	48852	*: fix wrong result when to concurrency merge global stats	unit	Makefile	*: fix wrong result when to concurrency merge global stats	"+ race = ""on"","	https://github.com/pingcap/tidb/pull/48852.patch	global stats 并发 merge 不能直接拼各 worker 的局部 TopN 结果，必须用共享 counter map 做统一汇总	是	属于 global stats 并发 merge / TopN 汇总 子族	高价值正例
reviewed	pr-48888	cases/2023/11/pr-48888.json	48888	*: fix data race of Column.GeneratedExpr	unit	br/pkg/lightning/backend/kv/sql2kv.go	TestAddIndexIngestMultiSchemaChange	*: fix data race of Column.GeneratedExpr	https://github.com/pingcap/tidb/pull/48888.patch	`Column.GeneratedExpr` 这类共享 AST / ExprNode 不能被多个路径原地改写，需按字符串重建或 clone 后再 rewrite	是	属于 共享 AST / ExprNode 原地改写 子族	高价值正例
reviewed	pr-48906	cases/2023/11/pr-48906.json	48906	disttask: fix keep reporting error when cancel pending task	unit	pkg/disttask/framework/framework_test.go	framework_test	Task cancellation can happen before `updateTask`, leaving the disttask dispatcher in an inconsistent state (TestTaskCancelledBeforeUpdateTask).	https://github.com/pingcap/tidb/pull/48906.patch	cancel 发生在 `updateTask` 之前导致 revert 路径误判任务阶段	否	更像 cancel-before-update timing / state transition	不是共享状态主机制
reviewed	pr-48966	cases/2023/11/pr-48966.json	48966	planner: fix DATA RACE caused by TestTiDBBindingInListToVer175	unit	pkg/session/bootstrap.go	TestTiDBBindingInListToVer175	planner: fix DATA RACE caused by TestTiDBBindingInListToVer175	https://github.com/pingcap/tidb/pull/48966.patch	同一 session/resultset 尚在 `rs.Next` 扫描时又执行 SQL，会形成 session 重入竞争；应先收集语句、关闭结果集、再执行更新	是	属于 共享 session / resultset 重入复用 子族	高价值正例
reviewed	pr-49024	cases/2023/11/pr-49024.json	49024	global sort: fix a bug and prepare large scale data to s3	unit	br/pkg/lightning/backend/external/bench_test.go	TestPrepareLargeData	"- Remove a flaky test because if goroutine runs faster than file ""a"" goroutine it will panic due to nil dereference. And returning the first error is easy when use errorgroup."	https://github.com/pingcap/tidb/pull/49024.patch	failpoint 测试依赖 goroutine 先后次序，较快 goroutine 会触发 nil deref panic	否	更像 errgroup / goroutine ordering / 删除脆弱测试	不是共享状态主机制
reviewed	pr-49040	cases/2023/11/pr-49040.json	49040	disttask: fix flaky multi task test	unit	pkg/disttask/framework/testutil/disttest_util.go	disttask: fix flaky multi task test	Brittle multi-task assertion expects a specific task index to be reverted/succeeded in a concurrent run	https://github.com/pingcap/tidb/pull/49040.patch	并发多任务测试不该把特定 task index 绑定到固定结局，断言应转成计数/invariant	否	更像 concurrent ordering assertion	不是共享状态主机制
reviewed	pr-48828	cases/2023/12/pr-48828.json	48828	executor: fix tidb crash when shuffleExec quit unexpectedly	unit	pkg/executor/executor_failpoint_test.go	executor_failpoint_test	"err := tk.QueryToErr(""SELECT SUM(i) OVER W FROM t1 WINDOW w AS (PARTITION BY j ORDER BY i) ORDER BY 1+SUM(i) OVER w;"") (pkg/executor/executor_failpoint_test.go)"	https://github.com/pingcap/tidb/pull/48828.patch	ShuffleExec 早退时 WaitGroup / output channel 协同不完整，导致 crash 或 hang	否	更像 worker lifecycle / close coordination	不是共享状态主机制
reviewed	pr-49092	cases/2023/12/pr-49092.json	49092	planner: fix DATA RACE caused by TestCaptureWildcardFilter	unit	pkg/bindinfo/capture.go	TestCaptureWildcardFilter	planner: fix DATA RACE caused by TestCaptureWildcardFilter	https://github.com/pingcap/tidb/pull/49092.patch	BindHandle 单例 `sctx` 被 capture/filter 提取和其他路径并发复用，访问时必须加锁	是	属于 bindHandle / singleton session 上下文共享 子族	高价值正例
reviewed	pr-49118	cases/2023/12/pr-49118.json	49118	"gloabl sort: revert ""writer upload data in background"""	unit	br/pkg/lightning/backend/external/bench_test.go	bench_test	"gloabl sort: revert ""writer upload data in background"""	https://github.com/pingcap/tidb/pull/49118.patch	global sort writer 后台 upload / flush goroutine 带来关闭次序和刷盘协同不稳，最终直接回退异步方案	否	更像 background flush / shutdown ordering	不是共享状态主机制
reviewed	pr-49164	cases/2023/12/pr-49164.json	49164	planner: fix DATA RACE caused by TestDropBindBySQLDigest	unit	pkg/bindinfo/handle.go	TestDropBindBySQLDigest	planner: fix DATA RACE caused by TestDropBindBySQLDigest	https://github.com/pingcap/tidb/pull/49164.patch	BindHandle 单例 `sctx` 在 `Update` / bind prepare 关键区会被并发复用，访问时必须加锁	是	属于 bindHandle / singleton session 上下文共享 子族	高价值正例
reviewed	pr-49192	cases/2023/12/pr-49192.json	49192	executor: fix deadlock in dml statement with cte when oom panic action was triggered	unit	pkg/executor/cte_test.go	cte_test	"""select c1 from cte1 natural join (select * from cte1 where c1 > 0) cte2 order by c1;"" (pkg/executor/cte_test.go)"	https://github.com/pingcap/tidb/pull/49192.patch	OOM panic 打断 CTE cleanup 时，`resTbl` 锁若未用 defer 释放会造成死锁	否	更像 panic-safe cleanup / lock release	不是共享状态主机制
reviewed	pr-49218	cases/2023/12/pr-49218.json	49218	pkg/executor: fix the hang issue in indexHashJoin	unit	pkg/executor/test/jointest/join_test.go	join_test	Query hangs (or returns `context canceled` instead of the real error) when IndexNestedLoopHashJoin is canceled after a worker panic (Issue #49033).	https://github.com/pingcap/tidb/pull/49218.patch	IndexHashJoin worker panic 后 cancel / result channel 协同不完整，consumer 会 hang 或丢真实 error	否	更像 panic propagation / worker lifecycle	不是共享状态主机制
reviewed	pr-49222	cases/2023/12/pr-49222.json	49222	executor: recover panic in executor.Close()	unit	pkg/executor/cte_test.go	cte_test	Panic in `executor.Close()` can leak goroutines by preventing other executors from closing (Issue #49223).	https://github.com/pingcap/tidb/pull/49222.patch	某个 executor.Close panic 会中断整个 Close 链，其他 child executor 无法继续关闭	否	更像 panic recovery / close lifecycle	不是共享状态主机制
reviewed	pr-49348	cases/2023/12/pr-49348.json	49348	executor: fix data race for test TestColumnName	unit	pkg/executor/test/executor/executor_test.go	TestColumnName	`TestColumnName` can hit a data race if it runs `SET @@tidb_enable_window_function=0` before calling `rs.Close()` on the previous query.	https://github.com/pingcap/tidb/pull/49348.patch	同一 session 的上一个 `RecordSet` 未 Close 就执行下一条 SQL，会与内部 cleanup 并发竞争	是	属于 共享 session / resultset 重入复用 子族	高纯度补充样本
reviewed	pr-49354	cases/2023/12/pr-49354.json	49354	domain: fix data race in runaway DeriveChecker	unit	pkg/domain/resourcegroup/BUILD.bazel	domain: fix data race in runaway DeriveChecker	`RunawayManager.DeriveChecker` reads/writes `metricsMap` concurrently without synchronization, triggering `-race` failures.	https://github.com/pingcap/tidb/pull/49354.patch	RunawayManager 的 `metricsMap` 并发读写不能用裸 map，需 `SyncMap` / mutex	是	属于 concurrent map write / manager metrics map 子族	高价值正例
reviewed	pr-49539	cases/2023/12/pr-49539.json	49539	global sort: enable concurrent read test	unit	br/pkg/lightning/backend/external/byte_reader_test.go	byte_reader_test	rand.Seed(uint64(seed)) (br/pkg/lightning/backend/external/byte_reader_test.go)	https://github.com/pingcap/tidb/pull/49539.patch	byteReader 在 normal / concurrent-read 模式切换时剩余 buffer bookkeeping 出错	否	更像 concurrent reader mode-switch 逻辑错误	不是共享状态主机制
reviewed	pr-49810	cases/2023/12/pr-49810.json	49810	disttask: check affacted row before start subtask	unit	pkg/disttask/framework/storage/table_test.go	table_test	// unstable, i.e. count, order and content of the subtasks are changed on	https://github.com/pingcap/tidb/pull/49810.patch	StartSubtask 若不校验 affected rows / `exec_id`，stale owner 也能把 subtask 标成 running	否	更像 disttask owner-transfer / stale executor	不是共享状态主机制
reviewed	pr-49891	cases/2023/12/pr-49891.json	49891	ddl: fix unstable test	unit	pkg/ddl/util/callback/callback.go	ddl: fix unstable test	ddl: fix unstable test	https://github.com/pingcap/tidb/pull/49891.patch	`OnJobUpdated` 可能在 job 已进入 `synced` 后仍异步到达，callback 若不按 state 过滤会多触发一次	部分适合	更像 DDL callback stale/final job 过滤	保留为 callback 边界样本
reviewed	pr-49971	cases/2024/01/pr-49971.json	49971	disttask: fix failed step is taken as success	unit	pkg/disttask/framework/framework_pause_and_resume_test.go	TestSchedulerIsStepSucceed	- see issue. also fix some flaky test	https://github.com/pingcap/tidb/pull/49971.patch	step success 只看 pending/running 为空会把 failed/canceled 误判成 success	否	更像状态机 / state-count 语义	不是共享状态主机制
reviewed	pr-50314	cases/2024/01/pr-50314.json	50314	test: stabilize TestRenameTableIntermediateState	unit	pkg/ddl/table_test.go	TestRenameTableIntermediateState	test: stabilize TestRenameTableIntermediateState	https://github.com/pingcap/tidb/pull/50314.patch	`OnJobUpdated` 可能迟到到旧 job，callback 若不按 last finished job id 过滤就会对 stale job 执行动作	部分适合	更像 DDL callback stale job 过滤	保留为 callback 边界样本
reviewed	pr-50446	cases/2024/01/pr-50446.json	50446	test: fix flaky dispatch loop	unit	pkg/disttask/framework/scheduler/scheduler_test.go	TestManagerScheduleLoop	test: fix flaky dispatch loop	https://github.com/pingcap/tidb/pull/50446.patch	异步 dispatch loop 测试若依赖全局计数器和固定调用顺序，容易因调度次序漂移而 hang	否	更像 async test coordination / ordering	不是共享状态主机制
reviewed	pr-50634	cases/2024/01/pr-50634.json	50634	disttask: refactor metrics, collect metrics in scheduler manager	unit	pkg/disttask/framework/taskexecutor/task_executor_test.go	task_executor_test	fix flaky test	https://github.com/pingcap/tidb/pull/50634.patch	异步 polling loop 测试若严格绑定 mock 调用次数和全局 interval，会因轮询节奏漂移而失败	否	更像 polling timing / brittle mock expectation	不是共享状态主机制
reviewed	pr-51029	cases/2024/02/pr-51029.json	51029	executor,planner: make used stats info thread safe	unit	pkg/executor/internal/exec/indexusage_test.go	indexusage_test	fix: unstable tests	https://github.com/pingcap/tidb/pull/51029.patch	`usedStatsInfo` 这类统计使用信息不能用非线程安全 map 懒初始化，需 `atomic pointer + sync.Map / CAS`	是	属于 usedStatsInfo / stats usage map 线程安全 子族	高价值正例
reviewed	pr-51400	cases/2024/03/pr-51400.json	51400	planner: wait until binding is loaded into memory if binding cache miss	unit	pkg/bindinfo/tests/bind_test.go	TestFuzzyBindingHints	{`create global binding using select /*+ order_index(t1, a) */ a from *.t1 where a<10 order by a limit 10`, (pkg/bindinfo/tests/bind_test.go)	https://github.com/pingcap/tidb/pull/51400.patch	binding cache miss 时若只看内存 cache，会撞上 load-into-memory 尚未完成的窗口；需从存储加载并重试匹配	是	属于 bind cache load-on-miss / warmup race 子族	高价值正例
reviewed	pr-51480	cases/2024/03/pr-51480.json	51480	test: fix unstable test TestClearCache	unit	br/pkg/streamhelper/advancer_test.go	TestClearCache	test: fix unstable test TestClearCache	https://github.com/pingcap/tidb/pull/51480.patch	测试若用 `onGetClient` 间接观测 `ClearCache`，会把获取客户端与清缓存两个异步动作混在一起	否	更像 test hook 观测点选错 / failure injection timing	不是共享状态主机制
reviewed	pr-51689	cases/2024/03/pr-51689.json	51689	disttask: fix flaky pause test	unit	pkg/disttask/framework/integrationtests/framework_pause_and_resume_test.go	framework_pause_and_resume_test	disttask: fix flaky pause test	https://github.com/pingcap/tidb/pull/51689.patch	pause/resume 测试只看 step table 计数，会与异步迁移到 history table 的时机竞争	否	更像 history-table timing / eventual consistency	不是共享状态主机制
reviewed	pr-52271	cases/2024/04/pr-52271.json	52271	disttask: fix flaky slot manager test	unit	pkg/disttask/framework/taskexecutor/manager_test.go	manager_test	disttask: fix flaky slot manager test	https://github.com/pingcap/tidb/pull/52271.patch	先发完成信号再注册 `EXPECT().Close()` 会让异步 executor 抢先调用 mock，导致测试漂移	否	更像 expectation-before-signal ordering	不是共享状态主机制
reviewed	pr-52834	cases/2024/04/pr-52834.json	52834	br: fix flaky test `TestStoreRemoved`	unit	br/pkg/streamhelper/subscription_test.go	TestStoreRemoved	br: fix flaky test `TestStoreRemoved`	https://github.com/pingcap/tidb/pull/52834.patch	Drop subscription 前若事件流还在推进，会把 pending event 直接丢掉，断言结果依赖时机	否	更像 async event quiesce / Eventually 等待	不是共享状态主机制
reviewed	pr-52890	cases/2024/04/pr-52890.json	52890	txn: handle errors returned from Flush	realtikv	tests/realtikvtest/pipelineddmltest/pipelineddml_test.go	pipelineddml_test	"errCh <- tk1.ExecToErr(""insert into t1 select * from t2 order by a"") (tests/realtikvtest/pipelineddmltest/pipelineddml_test.go)"	https://github.com/pingcap/tidb/pull/52890.patch	pipelined DML 的 write-conflict 可能在 Flush 而非 Commit 暴露，测试若只盯 Commit 路径会抖动	否	更像 async error surfacing / flush-vs-commit timing	不是共享状态主机制
reviewed	pr-53245	cases/2024/05/pr-53245.json	53245	test: stabilize TestTruncateTableAndSchemaDependence	unit	pkg/ddl/db_test.go	TestTruncateTableAndSchemaDependence	test: stabilize TestTruncateTableAndSchemaDependence	https://github.com/pingcap/tidb/pull/53245.patch	DDL hook callback 若不限定 `ActionTruncateTable` 且不做 once 保护，会被意外 job 触发	部分适合	更像 DDL callback 目标 job 过滤	保留为 callback 边界样本
reviewed	pr-53887	cases/2024/06/pr-53887.json	53887	ddl: fix flaky test TestCancel & fix panic when we failed to get job in delivery2Worker	unit	pkg/ddl/cancel_test.go	TestCancel	ddl: fix flaky test TestCancel & fix panic when we failed to get job in delivery2Worker	https://github.com/pingcap/tidb/pull/53887.patch	DDL hook 驱动 cancel 时若不按 `job.Query` 精确匹配且只触发一次，可能取消错 job	部分适合	更像 DDL callback 目标 job / once 过滤	保留为 callback 边界样本
reviewed	pr-54292	cases/2024/07/pr-54292.json	54292	ddl/ingest: move backend ctx out of checkpoint manager	realtikv	tests/realtikvtest/addindextest4/failure_test.go	TestAddIndexIngestRecoverPartition	TestAddIndexIngestRecoverPartition unstable around DDL owner change / ingest backend ctx lifecycle (realtikv)	https://github.com/pingcap/tidb/pull/54292.patch	owner change 时 ingest backend ctx / checkpoint manager 生命周期会互相踩踏	否	更像 owner-change / backend lifecycle 大补丁	不是共享状态主机制
reviewed	pr-54504	cases/2024/07/pr-54504.json	54504	test: stabilize TestUpgradeWithPauseDDL	unit	pkg/session/bootstraptest/bootstrap_upgrade_test.go	TestUpgradeWithPauseDDL	"test: stabilize TestUpgradeWithPauseDDL | sql = fmt.Sprintf(""select job_meta from mysql.tidb_ddl_history order by job_id desc limit %d"", tc.Cnt.Load()*2) (pkg/session/bootstraptest/bootstrap_upgrade_test.go)"	https://github.com/pingcap/tidb/pull/54504.patch	upgrade 流程里 system DDL / user DDL 都异步执行时，完成顺序受 worker 重启时机影响	否	更像 async ordering / history assertion	不是共享状态主机制
reviewed	pr-53794	cases/2024/08/pr-53794.json	53794	planner: fix column evaluator can not detect input's column-ref and thus swapping and destroying later column ref projection logic	unit	pkg/expression/evaluator_test.go	TestMergeInputIdxToOutputIdxes	columnEvaluator: `mergedInputIdxToOutputIdxes` is lazily initialized at runtime and can race across workers, causing intermittent wrong mapping / test failures	https://github.com/pingcap/tidb/pull/53794.patch	`columnEvaluator.mergedInputIdxToOutputIdxes` 这类懒初始化映射需 `atomic.Pointer + CAS` 做一次性发布	是	属于 lazy init map publish-once 子族	高价值正例
reviewed	pr-55233	cases/2024/08/pr-55233.json	55233	ddl: fix flaky TestGenIDAndInsertJobsWithRetry	unit	pkg/ddl/executor_test.go	TestGenIDAndInsertJobsWithRetry	ddl: fix flaky TestGenIDAndInsertJobsWithRetry	https://github.com/pingcap/tidb/pull/55233.patch	不要在 goroutine 里并发 `NewTestKit` 初始化 session/test harness，应该预创建每个 worker 的 TestKit	是	属于 并发初始化 TestKit / session helper 子族	高价值正例
reviewed	pr-55418	cases/2024/08/pr-55418.json	55418	executor: fix query hang when sorted column is constant	unit	pkg/executor/sortexec/parallel_sort_spill_test.go	TestIssue55344	"tk.MustQuery(""SELECT t0.c0 FROM t0 WHERE 0 ORDER BY -646041453 ASC;"") (pkg/executor/sortexec/parallel_sort_spill_test.go)"	https://github.com/pingcap/tidb/pull/55418.patch	parallel sort 初始化失败时若不关闭 worker channel，会在常量排序键场景 hang	否	更像 worker lifecycle / channel close	不是共享状态主机制
reviewed	pr-56112	cases/2024/09/pr-56112.json	56112	lightning: buffer all region jobs and consider store balance	unit	pkg/lightning/backend/local/region_job_test.go	TestStoreBalancerPick	r := rand.New(rand.NewSource(seed)) (pkg/lightning/backend/local/region_job_test.go)	https://github.com/pingcap/tidb/pull/56112.patch	region job store balancer 的共享负载计数若不做 CAS / 原子更新，会被并发 dispatch / retry 路径踩乱	部分适合	同时混有 cancel-safe pipeline 重构	先保留为 mixed 样本
